track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist
"World, Hold On","['Bob Sinclar', 'Steve Edwards']","['5YFS41yoX0YuFY39fq21oN', '2SwhNukah1MYpLR594PnuC']",57,"['5YFS41yoX0YuFY39fq21oN', '2SwhNukah1MYpLR594PnuC']",6yeO8fapOJGqL8Hr0Da2l3,2006,0.727,0.889,8,-3.277,0,0.093,0.0809,3.42e-05,0.198,0.656,127.011,audio_features,6yeO8fapOJGqL8Hr0Da2l3,401360,4,497564,131,2
Another Place - Radio Edit,"['Mischa Daniels', 'Crown']","['2gsLJqpNYgfkAQJU9LJMuX', '3n3WhGxNxXpKbjhKuVTSEc']",0,"['2gsLJqpNYgfkAQJU9LJMuX', '3n3WhGxNxXpKbjhKuVTSEc']",1PJaIi4b7JV4QhBy6Obqoy,2008,0.671,0.799,6,-5.346,0,0.0519,0.0235,0.00404,0.352,0.312,127.965,audio_features,1PJaIi4b7JV4QhBy6Obqoy,216573,4,8438,52,2
You're Not Alone - Vocal Radio Edit,['UNA'],['0CmQzDbG5zqRdXh0rcHYx5'],28,['0CmQzDbG5zqRdXh0rcHYx5'],6k8cUsxbFMNoArTr2M0hEA,2009-01-13,0.586,0.814,10,-7.041,1,0.0396,0.117,0.000497,0.581,0.425,131.008,audio_features,6k8cUsxbFMNoArTr2M0hEA,223520,3,83,14,1
Forever Today,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0,['2o5jDhtHVPhrJdv3cEQ99Z'],2QGEeY7qFUPMapnkRg4ssa,2009-07-22,0.493,0.944,4,-9.256,0,0.049,7.93e-05,0.874,0.085,0.0565,136.997,audio_features,2QGEeY7qFUPMapnkRg4ssa,719133,4,6184300,87,1
Tracking Treasure Down,"['Gabriel & Dresden', 'Molly Bancroft']","['64KfnYe81Wld2AkG4bkGIV', '63gq13UEULICfVjR1ynp0Q']",38,"['64KfnYe81Wld2AkG4bkGIV', '63gq13UEULICfVjR1ynp0Q']",65UKBA32AVBzthOGP62D2U,2012-02-10,0.561,0.766,8,-5.058,0,0.0478,0.00358,0.000117,0.141,0.28,135.075,audio_features,65UKBA32AVBzthOGP62D2U,189067,4,75190,87,2
Everytime We Touch,['David Guetta'],['1Cs0zKBU1kc0i8ypK3B9ai'],0,['1Cs0zKBU1kc0i8ypK3B9ai'],1IaXcjEDGHHCNoNtK3xdf8,2007,0.707,0.475,9,-7.668,1,0.0351,0.0102,0.0101,0.172,0.335,125.024,audio_features,1IaXcjEDGHHCNoNtK3xdf8,220640,4,23815686,90,1
Destination Calabria - Radio Edit,"['Alex Gaudino', 'Crystal Waters']","['7vb7VLDqpLTlAy1ctTMR5d', '2sd9Q3r0Jhqpe3w9WVuG43']",0,"['7vb7VLDqpLTlAy1ctTMR5d', '2sd9Q3r0Jhqpe3w9WVuG43']",4IES3nsUkICyjj3sfznczq,2007,0.604,0.972,9,-5.626,1,0.0524,0.000299,0.000983,0.097,0.354,128.051,audio_features,4IES3nsUkICyjj3sfznczq,180907,4,192502,126,2
Everything,['Moby'],['3OsRAKCvk37zwYcnzRf5XF'],0,['3OsRAKCvk37zwYcnzRf5XF'],3m4Mp1KfiPawsOjlRlbxN3,1992-07-27,0.538,0.633,8,-10.087,1,0.03,0.000335,0.196,0.182,0.293,128.97,audio_features,3m4Mp1KfiPawsOjlRlbxN3,292000,4,1604168,72,1
Off Of My Mind,"['Icona Pop', 'VIZE']","['1VBflYyxBhnDc9uVib98rw', '09agIJMxCD2k87ys9Al0f0']",72,"['1VBflYyxBhnDc9uVib98rw', '09agIJMxCD2k87ys9Al0f0']",1HHnQYqcnlnE9q7LGFFGFj,2021-07-09,0.798,0.752,1,-5.947,1,0.227,0.128,0.0362,0.0795,0.565,125.996,audio_features,1HHnQYqcnlnE9q7LGFFGFj,164740,4,835763,148,2
Eternity (feat. Lena Leon),"['Tchami', 'Habstrakt', 'Lena Leon']","['1KpCi9BOfviCVhmpI4G2sY', '1YYJxpOXYk1z1WtqdeLMkn', '0izKfMblL8LX6Bv2wG3Cy7']",66,"['1KpCi9BOfviCVhmpI4G2sY', '1YYJxpOXYk1z1WtqdeLMkn', '0izKfMblL8LX6Bv2wG3Cy7']",7DDIVNWlbGJpQjVDDg8rXR,2021-10-08,0.715,0.862,4,-8.182,0,0.0632,0.0108,0.788,0.128,0.152,124.0,audio_features,7DDIVNWlbGJpQjVDDg8rXR,217258,4,465414,181,3
Eyes On You,"['HUGEL', 'Quarterhead']","['5PlfkPxwCpRRWQJBxCa0By', '2h6hAChW74hB9HvrNoK1RY']",59,"['5PlfkPxwCpRRWQJBxCa0By', '2h6hAChW74hB9HvrNoK1RY']",1evX3NUBE7QujnSmky2ox4,2021-10-01,0.917,0.823,0,-6.277,1,0.12,0.0305,0.139,0.131,0.612,124.99,audio_features,1evX3NUBE7QujnSmky2ox4,202516,4,78513,137,2
Cheque,['Don Diablo'],['1l2ekx5skC4gJH8djERwh1'],60,['1l2ekx5skC4gJH8djERwh1'],1CE0qHhs1ptJg01dGROO2c,2021-10-15,0.816,0.796,7,-4.393,0,0.148,0.202,1.66e-06,0.137,0.702,122.028,audio_features,1CE0qHhs1ptJg01dGROO2c,165246,4,1776352,72,1
Sad Boy (feat. Ava Max & Kylie Cantrall) - Cat Dealers Remix,"['R3HAB', 'Jonas Blue', 'Cat Dealers', 'Ava Max', 'Kylie Cantrall']","['6cEuCEZu7PAE9ZSzLLc2oQ', '1HBjj22wzbscIZ9sEb5dyf', '3q2dSq7VZnj8TmoJUyRm40', '4npEfmQ6YuiwW1GpUmaq3F', '20EGKg0XsxPJ0GRHxfb9LX']",58,"['6cEuCEZu7PAE9ZSzLLc2oQ', '1HBjj22wzbscIZ9sEb5dyf', '3q2dSq7VZnj8TmoJUyRm40', '4npEfmQ6YuiwW1GpUmaq3F', '20EGKg0XsxPJ0GRHxfb9LX']",7KewOaneu1MC9RRrky8Oxc,2021-10-12,0.71,0.932,1,-5.077,1,0.0564,0.00269,0.00919,0.373,0.577,123.953,audio_features,7KewOaneu1MC9RRrky8Oxc,135484,4,11177605,373,5
Stop Talkin (feat. ALMA),"['Valentino Khan', 'ALMA']","['0deIjoDjl9g9Zpw0sCIOHh', '6c0mTNAxJxlp9HpKTUZwA8']",51,"['0deIjoDjl9g9Zpw0sCIOHh', '6c0mTNAxJxlp9HpKTUZwA8']",05r0Rw0wlUSC6Az3fssRlj,2021-08-13,0.872,0.939,0,-1.936,0,0.0697,0.0577,0.00157,0.126,0.434,120.985,audio_features,05r0Rw0wlUSC6Az3fssRlj,177025,4,425590,124,2
Together,['SIDEPIECE'],['5czbzNZZfWpyFgZyfT3Mkk'],66,['5czbzNZZfWpyFgZyfT3Mkk'],3ydFRJUABULlXklU1M24TV,2020-11-13,0.727,0.749,2,-5.811,0,0.0327,0.184,0.00666,0.105,0.466,125.056,audio_features,3ydFRJUABULlXklU1M24TV,186341,4,29268,69,1
Safe & Sound - Radio Edit,['Curbi'],['2XiiUuK68XNdHaHOAF5hnT'],56,['2XiiUuK68XNdHaHOAF5hnT'],6hgIDN5RsdT3ujELVkZKGO,2021-10-01,0.607,0.743,1,-7.01,0,0.035,0.0796,0.87,0.246,0.0871,119.978,audio_features,6hgIDN5RsdT3ujELVkZKGO,200167,4,148053,59,1
In My Head (On My Mind),['MOTi'],['1vo8zHmO1KzkuU9Xxh6J7W'],66,['1vo8zHmO1KzkuU9Xxh6J7W'],6PxXA3bO8ktyaLHUHx1QQ4,2021-04-02,0.733,0.682,6,-6.201,1,0.0907,0.101,2.14e-06,0.167,0.479,122.097,audio_features,6PxXA3bO8ktyaLHUHx1QQ4,153443,4,246303,72,1
Thrills (feat. Jaxon Rose),"['Wax Motif', 'Jaxon Rose']","['7zm3aSdmGiOkTt0aZFSO8R', '0IyRRQX0XYxwropqhXgZLz']",51,"['7zm3aSdmGiOkTt0aZFSO8R', '0IyRRQX0XYxwropqhXgZLz']",2KnOz4On4UakMbBYlfPa9K,2021-06-25,0.657,0.67,4,-5.578,0,0.067,0.0556,3.66e-05,0.0639,0.0586,123.024,audio_features,2KnOz4On4UakMbBYlfPa9K,202524,4,65324,95,2
Look at You,['BROHUG'],['3IHsD0sttucHrX8b32Vcab'],44,['3IHsD0sttucHrX8b32Vcab'],3qewOIG2TJlej6TOu6Tgiq,2021-03-26,0.676,0.942,1,-3.973,1,0.165,0.232,0.0299,0.408,0.61,124.995,audio_features,3qewOIG2TJlej6TOu6Tgiq,180480,4,56525,54,1
Forget It,['Matroda'],['45lcbTsX07JWzmTIjcdyBz'],62,['45lcbTsX07JWzmTIjcdyBz'],76XAEIVTSmXwrq41rt2n5G,2020-12-04,0.717,0.903,7,-6.042,0,0.141,0.179,0.00532,0.192,0.344,122.986,audio_features,76XAEIVTSmXwrq41rt2n5G,173694,4,61218,57,1
Problems,"['Don Diablo', 'JLV', 'John K']","['1l2ekx5skC4gJH8djERwh1', '5CBNhusqki2s2jp4Lo6i2L', '73eAAfRkS2Vi4hx68oTJJE']",63,"['1l2ekx5skC4gJH8djERwh1', '5CBNhusqki2s2jp4Lo6i2L', '73eAAfRkS2Vi4hx68oTJJE']",2dyrLrVopYKGc3H9oOYSmZ,2021-03-05,0.721,0.768,3,-4.371,1,0.0685,0.21,0.00843,0.262,0.468,124.076,audio_features,2dyrLrVopYKGc3H9oOYSmZ,179032,4,1981364,198,3
Lied To,"['Curbi', 'Jess Ball']","['2XiiUuK68XNdHaHOAF5hnT', '5HjbKQXMhybveoJOsOXS07']",54,"['2XiiUuK68XNdHaHOAF5hnT', '5HjbKQXMhybveoJOsOXS07']",45zbPKZIdjYvo1Q14z6uQx,2020-12-11,0.778,0.567,3,-5.174,0,0.0647,0.161,3.51e-05,0.107,0.327,127.991,audio_features,45zbPKZIdjYvo1Q14z6uQx,160786,4,151249,109,2
Bad Bees (feat. Harrison First),"['Quintino', 'Harrison First']","['1V3VTM7VspiQjcmRhC010n', '0lcIRzEVZTKyNiEct4UKTo']",50,"['1V3VTM7VspiQjcmRhC010n', '0lcIRzEVZTKyNiEct4UKTo']",2GvYPnGRiF9MdJSSeS30tY,2021-01-22,0.748,0.801,10,-5.268,0,0.0532,0.0203,0.000112,0.191,0.535,127.985,audio_features,2GvYPnGRiF9MdJSSeS30tY,179629,4,592312,111,2
Lose CTRL (feat. Sash Sings),"['PBH & JACK', 'Sash Sings']","['5WzFz4sQSN1HgSZLmIgHBl', '2vN55dx634ecSvLDhXxF6N']",59,"['5WzFz4sQSN1HgSZLmIgHBl', '2vN55dx634ecSvLDhXxF6N']",1dK5t2UGFfEAY7vBDb75Gz,2020-11-13,0.705,0.744,8,-5.871,1,0.0417,0.017,0.309,0.283,0.726,124.002,audio_features,1dK5t2UGFfEAY7vBDb75Gz,180968,4,9027,101,2
Have Me All (feat. Jelita),"['Bleu Clair', 'Jelita']","['7kA4sEagpoNK91I7wr9tYr', '596BA0qMEP52RCEOiqIrnr']",55,"['7kA4sEagpoNK91I7wr9tYr', '596BA0qMEP52RCEOiqIrnr']",5uxSxL44LynLj2xstL0ogf,2021-07-09,0.685,0.846,7,-3.771,0,0.0462,0.099,0.00168,0.344,0.255,126.046,audio_features,5uxSxL44LynLj2xstL0ogf,170005,4,25530,93,2
Get This Party Jumpin',['Croatia Squad'],['3FAUGHLioXySQ1QTnCOWQC'],48,['3FAUGHLioXySQ1QTnCOWQC'],4ynbqZykOfiYZx6OV5QJI2,2021-09-24,0.816,0.919,1,-5.174,1,0.0874,0.0104,0.0019,0.101,0.527,125.982,audio_features,4ynbqZykOfiYZx6OV5QJI2,202885,4,53990,51,1
Stockholm,['BROHUG'],['3IHsD0sttucHrX8b32Vcab'],57,['3IHsD0sttucHrX8b32Vcab'],1qbfDP2K3YhA02U1KX06UM,2020-12-11,0.724,0.969,10,-4.729,0,0.13,0.00259,0.0486,0.064,0.463,125.006,audio_features,1qbfDP2K3YhA02U1KX06UM,197760,4,56525,54,1
Secrets - MOTi Remix,"['Regard', 'RAYE', 'MOTi']","['4ofCBoyEiGSePFAG500xev', '5KKpBU5eC2tJDzf0wmlRp2', '1vo8zHmO1KzkuU9Xxh6J7W']",60,"['4ofCBoyEiGSePFAG500xev', '5KKpBU5eC2tJDzf0wmlRp2', '1vo8zHmO1KzkuU9Xxh6J7W']",2vX1vE1jwuqq29xonWIzvE,2020-07-09,0.621,0.78,6,-6.24,0,0.0448,0.0901,0.000175,0.45,0.479,126.056,audio_features,2vX1vE1jwuqq29xonWIzvE,155238,4,896296,226,3
Carried Away (Love To Love) (with Madison Beer) [Tchami Remix],"['Surf Mesa', 'Madison Beer', 'Tchami']","['1lmU3giNF3CSbkVSQmLpHQ', '2kRfqPViCqYdSGhYSM9R0Q', '1KpCi9BOfviCVhmpI4G2sY']",56,"['1lmU3giNF3CSbkVSQmLpHQ', '2kRfqPViCqYdSGhYSM9R0Q', '1KpCi9BOfviCVhmpI4G2sY']",4UWYz4VDyycuuyN2A9B2sY,2021-04-02,0.704,0.66,10,-10.931,0,0.0439,0.0662,0.596,0.075,0.826,127.008,audio_features,4UWYz4VDyycuuyN2A9B2sY,289500,4,4939585,214,3
Mood,"['Tom Enzy', 'Laureli']","['6Nva7JhU0nL9SZ8ZvJni6O', '1VzMRLlJzJbV9hlin8Vl0g']",43,"['6Nva7JhU0nL9SZ8ZvJni6O', '1VzMRLlJzJbV9hlin8Vl0g']",4Yq0j5W2HQPJGmu9Mapu8I,2020-12-18,0.689,0.763,0,-6.461,1,0.132,0.0433,0,0.193,0.167,126.042,audio_features,4Yq0j5W2HQPJGmu9Mapu8I,191974,4,6326,97,2
End of Slaphouse,"['VIZE', 'ALOTT']","['09agIJMxCD2k87ys9Al0f0', '5NIERWixyvXlwwmiJgFms3']",43,"['09agIJMxCD2k87ys9Al0f0', '5NIERWixyvXlwwmiJgFms3']",0U5Q2jPCuyQLCxb8LYYD90,2021-03-19,0.907,0.627,6,-3.578,0,0.316,0.0412,0.436,0.145,0.358,128.025,audio_features,0U5Q2jPCuyQLCxb8LYYD90,181875,4,162944,132,2
Alone,['HÄWK'],['0oPeHAZ3BpdlD8EyeBLady'],43,['0oPeHAZ3BpdlD8EyeBLady'],05u2bMqTUNgD5CnxM7pEcU,2021-06-04,0.69,0.926,6,-6.274,0,0.0382,0.171,0.469,0.293,0.79,124.965,audio_features,05u2bMqTUNgD5CnxM7pEcU,149760,4,18545,56,1
Eyes Closed,['Don Diablo'],['1l2ekx5skC4gJH8djERwh1'],52,['1l2ekx5skC4gJH8djERwh1'],2ypgH76n4e8TR6IFAv8Z88,2021-04-02,0.698,0.826,10,-6.909,1,0.0425,0.0567,0.413,0.202,0.233,122.046,audio_features,2ypgH76n4e8TR6IFAv8Z88,196721,4,1776352,72,1
Paradise,"['DJ Shaan', 'SAKIMA']","['274JojhV4zGJX0Z6WPgg5x', '2tg1rWk2rWaltTk0baRjRu']",48,"['274JojhV4zGJX0Z6WPgg5x', '2tg1rWk2rWaltTk0baRjRu']",3KcUTtzg9W5Hse7RknCSZr,2020-06-19,0.758,0.897,2,-4.037,1,0.16,0.0282,3.36e-05,0.0706,0.343,121.948,audio_features,3KcUTtzg9W5Hse7RknCSZr,173607,4,35276,88,2
Good Again,"['Laidback Luke', 'Shiah Maisel']","['53cQZtWDwDJwVCNZlfJ6Qk', '7wGFrLo9v8FKS2iWyYx75t']",43,"['53cQZtWDwDJwVCNZlfJ6Qk', '7wGFrLo9v8FKS2iWyYx75t']",6jbdxYkwM7pf1pVujcoWyQ,2021-01-22,0.703,0.972,5,-2.462,1,0.104,0.0525,0.000144,0.123,0.828,126.033,audio_features,6jbdxYkwM7pf1pVujcoWyQ,142857,4,381795,127,2
High Like This,"['Yves V', 'FR!ES']","['47BEc2RoW53owMyxacXWdV', '6s9IlZhrBJqv3ZCSNzP2Gs']",66,"['47BEc2RoW53owMyxacXWdV', '6s9IlZhrBJqv3ZCSNzP2Gs']",38XcmJDV2pjjVcCvdpMpA2,2020-10-02,0.817,0.826,6,-4.541,1,0.0486,0.0614,0.103,0.115,0.386,122.084,audio_features,38XcmJDV2pjjVcCvdpMpA2,169426,4,266520,122,2
Wish You Were Here (feat. Brandyn Burnette),"['Afrojack', 'DLMT', 'Brandyn Burnette']","['4D75GcNG95ebPtNvoNVXhz', '5rG00A9pRANrMDzVI3DrmF', '14mErTJ0ubFVjx2zBAwjkE']",55,"['4D75GcNG95ebPtNvoNVXhz', '5rG00A9pRANrMDzVI3DrmF', '14mErTJ0ubFVjx2zBAwjkE']",0GevQZGBPYjfPzK8e3jxzl,2020-09-25,0.643,0.952,6,-3.588,0,0.129,0.0852,2.24e-06,0.306,0.588,126.187,audio_features,0GevQZGBPYjfPzK8e3jxzl,173778,4,3847925,185,3
Anything - Malaa Remix,"['Alison Wonderland', 'Valentino Khan', 'Malaa']","['11gWrKZMBsGQWmobv3oNfW', '0deIjoDjl9g9Zpw0sCIOHh', '7w1eTNePApzDk8XtgykCPS']",54,"['11gWrKZMBsGQWmobv3oNfW', '0deIjoDjl9g9Zpw0sCIOHh', '7w1eTNePApzDk8XtgykCPS']",2LVMVLS3QG6zDhETZrMqoK,2021-02-05,0.871,0.677,1,-6.185,1,0.0782,0.0183,0.752,0.263,0.161,123.977,audio_features,2LVMVLS3QG6zDhETZrMqoK,253548,4,850108,184,3
Sorry,"['TCTS', 'Nonô']","['1mFGfrveXbpolppPgO29Io', '2izgj6WOKJsuCRCQUKOoVO']",63,"['1mFGfrveXbpolppPgO29Io', '2izgj6WOKJsuCRCQUKOoVO']",3vkzxY2aRL7uhz2BIFzT0V,2020-12-11,0.782,0.726,2,-6.336,1,0.0388,0.0608,4.22e-06,0.233,0.553,121.002,audio_features,3vkzxY2aRL7uhz2BIFzT0V,162645,4,22571,119,2
Stay Awake - Don Diablo VIP Mix,"['Don Diablo', 'Freak Fantastique']","['1l2ekx5skC4gJH8djERwh1', '3aLw8FpbsV03fqQc7PdlEl']",52,"['1l2ekx5skC4gJH8djERwh1', '3aLw8FpbsV03fqQc7PdlEl']",1kp7epwsW5zkObe35QAl5C,2021-12-03,0.748,0.818,0,-5.991,0,0.227,0.0527,5.19e-05,0.12,0.623,123.987,audio_features,1kp7epwsW5zkObe35QAl5C,197419,4,1776468,116,2
Be Good,"['NØ SIGNE', 'Emie']","['28e1tcP4TyKPkQUr1A3HiU', '7vMDKdgSZ2Scn4uzFdTDyZ']",50,"['28e1tcP4TyKPkQUr1A3HiU', '7vMDKdgSZ2Scn4uzFdTDyZ']",5AZLFrMsM9URNM77tqxdNZ,2021-05-28,0.824,0.831,2,-4.382,1,0.0492,0.0166,0.267,0.106,0.823,124.046,audio_features,5AZLFrMsM9URNM77tqxdNZ,171362,4,10534,112,2
Let's Get Down,['Firebeatz'],['53YSn9tHwGJ6bq5P0gGoYo'],51,['53YSn9tHwGJ6bq5P0gGoYo'],0XMEQwAZFgX4PGb5eu67B8,2020-12-11,0.548,0.893,9,-5.981,0,0.036,0.005,0.717,0.0912,0.529,122.988,audio_features,0XMEQwAZFgX4PGb5eu67B8,193171,4,515713,60,1
Way It Is,"['Mr. Belt & Wezol', 'RSCL']","['19VDJ9IKyBSUMDJxLsasP6', '5pkU7zjIzHgfN1n91e51r3']",61,"['19VDJ9IKyBSUMDJxLsasP6', '5pkU7zjIzHgfN1n91e51r3']",2dwnD6tMYqp8zQmfg1XvNQ,2021-01-25,0.868,0.69,3,-5.606,0,0.0856,0.0227,0.0526,0.059,0.457,123.997,audio_features,2dwnD6tMYqp8zQmfg1XvNQ,192906,4,87012,104,2
Apocalyptic,['3LAU'],['4YLQaW1UU3mrVetC8gNkg5'],58,['4YLQaW1UU3mrVetC8gNkg5'],3E5Go2swucT0A6NmqOEChM,2020-08-28,0.577,0.978,1,-4.002,1,0.0466,0.000355,0.391,0.335,0.143,124.997,audio_features,3E5Go2swucT0A6NmqOEChM,204480,4,323991,63,1
Bloodstream,"['Paradigm', 'Scott Rill']","['6WamMeXO2jN9tUYxSBUclQ', '7dNg7OLrxcWU9cVe3sQoMV']",59,"['6WamMeXO2jN9tUYxSBUclQ', '7dNg7OLrxcWU9cVe3sQoMV']",7BJvauk2ddcxirw5px8Wfa,2020-12-24,0.65,0.756,2,-4.789,0,0.309,0.0538,0.000345,0.372,0.445,126.157,audio_features,7BJvauk2ddcxirw5px8Wfa,148715,4,20579,126,2
Feeling Right,['BYOR'],['0Upxnyh9nIUNSOmNE8WF4R'],49,['0Upxnyh9nIUNSOmNE8WF4R'],614Io1mHm8fsqF8k9D1Mlu,2020-05-29,0.769,0.9,0,-6.077,1,0.0877,0.00238,0.698,0.345,0.74,125.976,audio_features,614Io1mHm8fsqF8k9D1Mlu,170714,4,10370,50,1
Alright,['Kitone'],['0G8avcrSozHqt8AJDrd4Xj'],38,['0G8avcrSozHqt8AJDrd4Xj'],2001Dk1uUT2AtwV9GuvuAe,2021-10-15,0.593,0.969,0,-4.689,1,0.0423,0.00802,0.465,0.0799,0.336,126.021,audio_features,2001Dk1uUT2AtwV9GuvuAe,158094,4,2296,35,1
Distance - Volac Remix,"['Apashe', 'VOLAC', 'Geoffroy']","['1fd3fmwlhrDl2U5wbbPQYN', '4Nl6PVYLwbCFfr3UqQlFtE', '0VzoflxRgSVEWHYmCbMOJJ']",56,"['1fd3fmwlhrDl2U5wbbPQYN', '4Nl6PVYLwbCFfr3UqQlFtE', '0VzoflxRgSVEWHYmCbMOJJ']",42BdPV3FB2HVsvdokaIDJt,2021-01-08,0.819,0.824,0,-5.434,1,0.0565,0.0398,0.263,0.255,0.463,126.007,audio_features,42BdPV3FB2HVsvdokaIDJt,215390,4,329426,174,3
hiiigh,"['Tommy Trash', 'Daisy Guttridge']","['1tBU8jUEdVR3mqSsAqEGfD', '2tUq6RAxkUzZPf2WWLXMa4']",49,"['1tBU8jUEdVR3mqSsAqEGfD', '2tUq6RAxkUzZPf2WWLXMa4']",2vQ6kg5hPJiFx2lctuBtju,2021-03-04,0.689,0.924,1,-4.746,1,0.0371,0.038,0.302,0.075,0.279,126.015,audio_features,2vQ6kg5hPJiFx2lctuBtju,175552,4,143743,109,2
Poison,"['SNBRN', 'BIJOU', 'CeCe Rogers']","['2zJ8chFLjiBHRNchfevMRI', '3abRKajGbb3kLMy9AWzfMA', '2hNpOiBBvdArEJy7ACY4O1']",52,"['2zJ8chFLjiBHRNchfevMRI', '3abRKajGbb3kLMy9AWzfMA', '2hNpOiBBvdArEJy7ACY4O1']",2xNxxDFIoCBIUYlTNK8oiU,2021-02-12,0.832,0.669,9,-6.195,0,0.0389,0.00296,0.273,0.063,0.514,124.042,audio_features,2xNxxDFIoCBIUYlTNK8oiU,204160,4,133721,156,3
Good Good,"['Dubdogz', 'Cat Dealers']","['4cdyqaBREB68H77QKCrKP1', '3q2dSq7VZnj8TmoJUyRm40']",60,"['4cdyqaBREB68H77QKCrKP1', '3q2dSq7VZnj8TmoJUyRm40']",09OBF8vXiOtxHpnEJhflMr,2021-06-18,0.792,0.712,3,-4.802,1,0.0406,0.223,0.574,0.147,0.481,124.021,audio_features,09OBF8vXiOtxHpnEJhflMr,142193,4,807044,141,2
Bass Face,"['BRKLYN', 'LöKii']","['0sSB3cIRBuBGa1UXLsQtaw', '2RDXcxQgmEyomb2g9SERuf']",41,"['0sSB3cIRBuBGa1UXLsQtaw', '2RDXcxQgmEyomb2g9SERuf']",4n93qqnMDU7n5LRj5O2wh7,2020-09-18,0.774,0.949,7,-5.345,1,0.0786,0.0565,0.0325,0.352,0.748,119.013,audio_features,4n93qqnMDU7n5LRj5O2wh7,150819,4,24577,91,2
Bohemian Like You (feat. Alle The Dreamer),"['Black Caviar', 'Yash', 'Alle The Dreamer']","['1wqW0IQWC7V7jktcjVHID6', '56nH4qbcwdaa97oOxqMwYZ', '34dP7aH5DomlGUPArhkh0B']",43,"['1wqW0IQWC7V7jktcjVHID6', '56nH4qbcwdaa97oOxqMwYZ', '34dP7aH5DomlGUPArhkh0B']",4rqV7Gm5MApwJyHqmEl10o,2021-05-07,0.772,0.721,6,-5.754,0,0.072,0.000584,0.00606,0.091,0.675,124.997,audio_features,4rqV7Gm5MApwJyHqmEl10o,204000,4,42211,118,3
Oh La La (feat. Mougleta),"['Gabry Ponte', 'MOTi', 'Mougleta']","['5ENS85nZShljwNgg4wFD7D', '1vo8zHmO1KzkuU9Xxh6J7W', '4gmndqcVVyxmzgOunTiuAD']",55,"['5ENS85nZShljwNgg4wFD7D', '1vo8zHmO1KzkuU9Xxh6J7W', '4gmndqcVVyxmzgOunTiuAD']",46Dxwh73hkHgPg2NCTCzmt,2021-03-05,0.725,0.812,7,-5.614,1,0.0833,0.00304,0.000447,0.16,0.351,122.016,audio_features,46Dxwh73hkHgPg2NCTCzmt,150369,4,581749,207,3
Lost,"['BIJOU', 'Lucille Croft', 'Marco XO']","['3abRKajGbb3kLMy9AWzfMA', '270fGluVXrZVyTNECXbrsy', '5QQDdATA7gqVa1v6g6nP62']",44,"['3abRKajGbb3kLMy9AWzfMA', '270fGluVXrZVyTNECXbrsy', '5QQDdATA7gqVa1v6g6nP62']",6eYfkgN9nW7orzzRrdAND5,2021-04-23,0.756,0.939,2,-2.588,1,0.0981,0.0834,0.74,0.232,0.699,125.021,audio_features,6eYfkgN9nW7orzzRrdAND5,161280,4,43999,139,3
Take Me Higher,"['Crusy', 'Castion']","['6oIoaURalGEtkYTswOLoft', '4xt0qH1NubQexyAzDa9UlR']",45,"['6oIoaURalGEtkYTswOLoft', '4xt0qH1NubQexyAzDa9UlR']",6QrS4daQd2HhJWLnq3bs1q,2021-02-26,0.653,0.934,1,-4.805,1,0.0431,0.00733,0.0425,0.579,0.458,126.005,audio_features,6QrS4daQd2HhJWLnq3bs1q,169524,4,8937,90,2
Fake Fake Fake,['BROHUG'],['3IHsD0sttucHrX8b32Vcab'],47,['3IHsD0sttucHrX8b32Vcab'],7wf4U3ElL3a1KY9qSRViuP,2021-01-08,0.75,0.9,5,-3.604,1,0.065,0.00226,0.0148,0.0558,0.56,124.98,audio_features,7wf4U3ElL3a1KY9qSRViuP,187894,4,56525,54,1
Green Light (feat. Kate Wild),"['AC Slater', 'Bleu Clair', 'Kate Wild']","['6EqFMCnVGBRNmwPlk2f3Uc', '7kA4sEagpoNK91I7wr9tYr', '3GaPIF26mniFIX3T3Pv66l']",49,"['6EqFMCnVGBRNmwPlk2f3Uc', '7kA4sEagpoNK91I7wr9tYr', '3GaPIF26mniFIX3T3Pv66l']",4SnBJPqAZmf18gF4vlqEWL,2021-08-13,0.738,0.948,1,-4.279,1,0.195,0.0941,0.0305,0.088,0.646,127.991,audio_features,4SnBJPqAZmf18gF4vlqEWL,157500,4,113102,163,3
Feelin,"['Funkin Matt', 'Tristan Henry']","['11chB4Th19iMA7j65oGMk1', '6UyRsPqWooGjDexC857b1T']",41,"['11chB4Th19iMA7j65oGMk1', '6UyRsPqWooGjDexC857b1T']",5JmnPc5ot8XJ7vGTjexjjH,2021-02-11,0.67,0.863,6,-6.783,1,0.0445,0.00123,0.000989,0.0825,0.077,125.953,audio_features,5JmnPc5ot8XJ7vGTjexjjH,181651,4,24381,101,2
Change Your Mind,['Interupt'],['0OFn6uw0q674vCcjDRNP4I'],56,['0OFn6uw0q674vCcjDRNP4I'],614o3Tg9I7Xv8xkovjSp7a,2021-08-27,0.677,0.864,1,-5.466,0,0.0689,0.00571,0.00478,0.356,0.663,128.055,audio_features,614o3Tg9I7Xv8xkovjSp7a,184687,4,4273,54,1
