track name,artists names,artists ids,track popularity,artist ids,track id,release date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,follow,pop,num artist
Fight For You - Sultan & Ned Shephard Remix Radio Edit,"['Morgan Page', 'Ned Shephard', 'Sultan']","['1N9n8MSxrr4Emhb566493b', '7JgG0M8DYJUL02qyIwVkEr', '14OWrFlSp0Wj5RBuk4hC3b']",41,"['1N9n8MSxrr4Emhb566493b', '7JgG0M8DYJUL02qyIwVkEr', '14OWrFlSp0Wj5RBuk4hC3b']",4JIYvt01Fibhd7Tgeb9VAq,2010-09-28,0.639,0.951,7,-5.645,0,0.0588,0.000115,0.00273,0.163,0.287,127.942,audio_features,4JIYvt01Fibhd7Tgeb9VAq,236707,4,136885,124,3
Put `em Up,['Edun'],['17wyRaHZkSFc2YwzdMWcS7'],31,['17wyRaHZkSFc2YwzdMWcS7'],0XJ2Ng4XAxKjzpst5drVdm,2007-03-27,0.65,0.867,5,-3.786,0,0.0434,0.00441,0.000299,0.163,0.74,130.056,audio_features,0XJ2Ng4XAxKjzpst5drVdm,211600,4,390,27,1
Release Me,['Agnes'],['6SsTlCsuCYleNza6xGwynu'],0,['6SsTlCsuCYleNza6xGwynu'],0EMyqiMNDRptenOpbe2mcK,2009-01-01,0.622,0.928,2,-2.939,0,0.034,0.00795,0.000252,0.106,0.701,127.992,audio_features,0EMyqiMNDRptenOpbe2mcK,254120,4,109264,63,1
Baba O'Riley (Radio Edit),['The Cube Guys'],['2orIEMw3OyKWIaZ6CGueGg'],35,['2orIEMw3OyKWIaZ6CGueGg'],31gTL5XTmcI4JCSglW5Sda,2008-12-16,0.596,0.809,6,-7.95,1,0.0411,0.000914,0.139,0.163,0.468,127.975,audio_features,31gTL5XTmcI4JCSglW5Sda,251707,4,11036,45,1
Believer (feat. Wynter Gordon) - Radio Edit,"['Freemasons', 'Wynter Gordon']","['49H2dQUNhIlso7VNkS8nFR', '4nmrm4zpgJ0RC6aZRSUEjF']",45,"['49H2dQUNhIlso7VNkS8nFR', '4nmrm4zpgJ0RC6aZRSUEjF']",56kdmEz12GpKkEzxhtHdl7,2010-08-15,0.662,0.881,5,-4.202,0,0.0357,0.0202,0.000825,0.132,0.732,126.986,audio_features,56kdmEz12GpKkEzxhtHdl7,189388,4,105341,101,2
Freed from Desire,['Gala'],['3OqTvcWgb0xaainosGVvuZ'],0,['3OqTvcWgb0xaainosGVvuZ'],5n56ImOTTDbUORTq3Eyong,2007-04-18,0.701,0.866,2,-4.225,0,0.0489,0.559,0.0503,0.0928,0.617,128.994,audio_features,5n56ImOTTDbUORTq3Eyong,213306,4,51169,61,1
Toca Me - twoloud Radio Edit,"['Fragma', 'twoloud']","['2t9efDsc10DtZpi4LP3BJJ', '6eUtrZgzxqbV7zMxzN3Sz2']",53,"['2t9efDsc10DtZpi4LP3BJJ', '6eUtrZgzxqbV7zMxzN3Sz2']",62JXnYxY7u5JVLtpTbnOKw,2015-05-22,0.607,0.852,4,-5.106,0,0.0347,0.0169,0.603,0.364,0.718,127.996,audio_features,62JXnYxY7u5JVLtpTbnOKw,193530,4,199499,102,2
Love Is Gone - Fred Rister & Joachim Garraud Radio Edit Mix,['David Guetta'],['1Cs0zKBU1kc0i8ypK3B9ai'],0,['1Cs0zKBU1kc0i8ypK3B9ai'],4V9HEnprK5MfCGL8bHHy7y,2007,0.788,0.682,4,-7.826,0,0.0694,0.0146,0.00022,0.0757,0.675,127.96,audio_features,4V9HEnprK5MfCGL8bHHy7y,201413,4,23815686,90,1
Underlying Feeling - Adam K & Soha Radio Edit,['Sylvia Tosun'],['0DhprLDFQGaundr4WVi9P1'],42,['0DhprLDFQGaundr4WVi9P1'],3RaCcyWwRIdczuefF10UCb,2008-10-07,0.698,0.852,6,-7.204,0,0.07,0.000681,0.156,0.0446,0.158,126.02,audio_features,3RaCcyWwRIdczuefF10UCb,224843,4,2392,37,1
Heaven,"['DJ Sammy', 'D/O']","['4z4m1P0iX2nRSPDBEZ8LBT', '512aANbakY9mEaeyKucQur']",0,"['4z4m1P0iX2nRSPDBEZ8LBT', '512aANbakY9mEaeyKucQur']",0KT6DLAELYSbgfUemzwGPX,2002-08-06,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973,audio_features,0KT6DLAELYSbgfUemzwGPX,235000,4,70226,65,2
Castles In The Sky - Peter Luts Radio Edit,"['Ian van Dahl', 'Marsha']","['27IuDZNaLuEtupD8QZftiZ', '28Y5nsvbE8IdoUAGNgCk0Y']",49,"['27IuDZNaLuEtupD8QZftiZ', '28Y5nsvbE8IdoUAGNgCk0Y']",2EhlTKxStybQpKktuuanws,2015-04-27,0.658,0.947,0,-6.922,0,0.0445,0.252,0.13,0.142,0.412,139.997,audio_features,2EhlTKxStybQpKktuuanws,199680,4,52223,98,2
I Found U - Radio Edit,"['Axwell', 'Max C']","['1xNmvlEiICkRlRGqlNFZ43', '5U1SD4dkb35G7e1JVdqkWJ']",0,"['1xNmvlEiICkRlRGqlNFZ43', '5U1SD4dkb35G7e1JVdqkWJ']",1OLNYVZejaOmBJ7ykGnyoG,2013-01-01,0.649,0.966,4,-7.179,0,0.0731,0.0542,0.00249,0.461,0.257,129.969,audio_features,1OLNYVZejaOmBJ7ykGnyoG,171431,4,1545555,110,2
Star 69 - Timo Maas Mix,['Fatboy Slim'],['4Y7tXHSEejGu1vQ9bwDdXW'],35,['4Y7tXHSEejGu1vQ9bwDdXW'],1HYiVTgxERP2llm0yFzVNj,2001-01-01,0.822,0.879,0,-10.105,1,0.0942,0.185,0.314,0.129,0.332,135.651,audio_features,1HYiVTgxERP2llm0yFzVNj,371493,4,1062467,66,1
Don't Stop,['ATB'],['7jZM5w05mGhw6wTB1okhD9'],58,['7jZM5w05mGhw6wTB1okhD9'],0ygoI3HcoGScxt879A23Uk,1999-04-26,0.711,0.937,10,-5.314,1,0.0351,0.146,0.763,0.324,0.57,134.21,audio_features,0ygoI3HcoGScxt879A23Uk,221160,4,323618,72,1
Love Comes Again,"['Tiësto', 'BT']","['2o5jDhtHVPhrJdv3cEQ99Z', '64MoFdq8ORI3V98AR5SPWL']",0,"['2o5jDhtHVPhrJdv3cEQ99Z', '64MoFdq8ORI3V98AR5SPWL']",4D869p0uPTcU4e1ClLB8Kj,2009-07-22,0.677,0.687,8,-8.209,1,0.0515,0.000197,0.322,0.157,0.315,135.993,audio_features,4D869p0uPTcU4e1ClLB8Kj,489373,4,6270903,139,2
Day 'N' Night - Club Mix,"['Kid Cudi', 'Crookers']","['0fA0VVWsXO9YnASrzqfmYu', '3o1cwVQfiDWafhYA02k13C']",0,"['0fA0VVWsXO9YnASrzqfmYu', '3o1cwVQfiDWafhYA02k13C']",5BsRZqHI8oLMc1YKsHtauE,2015-11-27,0.745,0.68,11,-6.207,0,0.0508,0.013,0.0613,0.0637,0.961,129.991,audio_features,5BsRZqHI8oLMc1YKsHtauE,281516,4,5595966,155,2
The Girl You Lost to Cocaine - Sander van Doorn Edit,['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],0,['5WUlDfRSoLAfcVSX1WnrxN'],223Vmr6rEbuujhHLFpsgVj,2008,0.756,0.505,11,-12.567,0,0.0804,0.00412,0.881,0.471,0.103,128.066,audio_features,223Vmr6rEbuujhHLFpsgVj,180133,4,22277632,89,1
Missing - Todd Terry Club Mix / US Radio Edit,"['Everything But The Girl', 'Todd Terry']","['13ccXrK7AmXb4TddMkE7jy', '3dE92yGWcrboP1kC5SWyqu']",60,"['13ccXrK7AmXb4TddMkE7jy', '3dE92yGWcrboP1kC5SWyqu']",36sL3KPEfXIp5KH3tDO7oo,1994-06-13,0.718,0.757,2,-11.869,1,0.0327,0.00925,0.104,0.0851,0.646,123.473,audio_features,36sL3KPEfXIp5KH3tDO7oo,249533,4,312599,116,2
Push The Feeling On - Mk Dub Revisited Edit,"['Nightcrawlers', 'MK']","['1gALaWbNDnwS2ECV09sn2A', '1yqxFtPHKcGcv6SXZNdyT9']",69,"['1gALaWbNDnwS2ECV09sn2A', '1yqxFtPHKcGcv6SXZNdyT9']",1EWsVHU4FNAdtN4R8FETag,1995,0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,audio_features,1EWsVHU4FNAdtN4R8FETag,243160,4,277173,143,2
Around the World,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],76,['4tZwfgrHOc3mvqYlEYSvVi'],1pKYYY0dkg23sQQXi0Q5zN,1997-01-17,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,1pKYYY0dkg23sQQXi0Q5zN,429533,4,8600726,83,1
Children,['Robert Miles'],['2YVF0Ou5zIc4mpgtLIlGN0'],71,['2YVF0Ou5zIc4mpgtLIlGN0'],4wtR6HB3XekEengMX17cpc,1996-07-11,0.604,0.755,0,-10.761,1,0.0337,0.000298,0.817,0.0625,0.387,137.064,audio_features,4wtR6HB3XekEengMX17cpc,243267,4,150464,63,1
L'Amour Toujours,"[""Gigi D'Agostino""]",['1OAjDaKgg00KCUYqDe68un'],3,['1OAjDaKgg00KCUYqDe68un'],4xGuK7FsXuZwHCCuNnPzbD,2011-01-14,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,audio_features,4xGuK7FsXuZwHCCuNnPzbD,238760,4,621674,73,1
Disconnected - Radio Edit Dub Mix,['Mischa Daniels'],['2gsLJqpNYgfkAQJU9LJMuX'],0,['2gsLJqpNYgfkAQJU9LJMuX'],1IwrN4aytawDocT6JbqXCv,2008-05-13,0.656,0.914,8,-5.443,0,0.061,0.0346,0.382,0.441,0.133,127.97,audio_features,1IwrN4aytawDocT6JbqXCv,264373,4,7660,33,1
It's Too Late - Dirty South,['Evermore Vs. Dirty South'],['5dvsqxFSksFVu3B08g1lNd'],0,['5dvsqxFSksFVu3B08g1lNd'],6GbAqnbj3diM6MvVc1oiKt,2006,0.653,0.816,8,-6.808,0,0.0378,0.00217,0.00403,0.148,0.516,130.032,audio_features,6GbAqnbj3diM6MvVc1oiKt,183147,4,154,0,1
Adagio For Strings,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0,['2o5jDhtHVPhrJdv3cEQ99Z'],6a7mLvgueio7SuHgcacywb,2009-07-22,0.604,0.939,10,-7.49,0,0.0544,0.0102,0.697,0.0723,0.204,139.975,audio_features,6a7mLvgueio7SuHgcacywb,443427,4,6184300,87,1
Girlfriend - 2008 Remix,"['Robbie Rivera', 'Keylime']","['4bYwbb6k4ujHD2NXRxSwRP', '0Id47LmcZuneJKiCqlsSJA']",0,"['4bYwbb6k4ujHD2NXRxSwRP', '0Id47LmcZuneJKiCqlsSJA']",04hY9ZE6jatvZjsu1Q9nPc,2008,0.792,0.522,10,-5.167,1,0.0516,0.00208,0.631,0.0667,0.289,130.009,audio_features,04hY9ZE6jatvZjsu1Q9nPc,435987,4,37583,74,2
ResuRection - Paul Oakenfold Full On Fluoro Mix,"['Planet Perfecto Knights', 'Paul Oakenfold']","['24To1vtxXzfI8ok2WUeRMs', '5MO2kbaGGA2a8kL4c9qqHq']",44,"['24To1vtxXzfI8ok2WUeRMs', '5MO2kbaGGA2a8kL4c9qqHq']",6aMbSmv99DETtr97inIrJ4,2012-01-02,0.526,0.935,4,-5.015,0,0.04,0.000594,0.77,0.925,0.0581,138.048,audio_features,6aMbSmv99DETtr97inIrJ4,236522,4,177940,100,2
I Can’t Help Myself (feat. Sophia May) - Radio Edit,"['Bellatrax', 'Sophia May']","['0tHbQT6zoj3pYpn5QUJveE', '5f2X43MBIQUucziUGfZbjg']",32,"['0tHbQT6zoj3pYpn5QUJveE', '5f2X43MBIQUucziUGfZbjg']",6I9eRIQ8ZCNM3VPAqYMgkx,2008-12-16,0.57,0.921,3,-5.686,0,0.0266,0.00796,0.442,0.689,0.607,129.007,audio_features,6I9eRIQ8ZCNM3VPAqYMgkx,208360,4,831,39,2
Deep At Night (Adam K & Soha Radio Mix),"['Ercola', 'Heikki L']","['3L3eVOR4ra6ZGpAta7xlGV', '6H20zr0kwfiOnvem0vxQai']",36,"['3L3eVOR4ra6ZGpAta7xlGV', '6H20zr0kwfiOnvem0vxQai']",4ggVmEvo9FzExPonRRqqIS,2008-12-16,0.722,0.835,11,-7.026,0,0.0517,0.00352,0.0157,0.679,0.283,128.033,audio_features,4ggVmEvo9FzExPonRRqqIS,219147,4,529,53,2
Shadows - Inpetto Edit,['Those Usual Suspects'],['7c6YXSeV5AremzaZGh7SWB'],29,['7c6YXSeV5AremzaZGh7SWB'],3KqXPyaLysWraUSi4PuSnz,2009-03-17,0.588,0.962,0,-4.333,1,0.0444,0.00324,0.0169,0.122,0.0874,127.984,audio_features,3KqXPyaLysWraUSi4PuSnz,202053,4,1105,27,1
Traffic - Radio Edit,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0,['2o5jDhtHVPhrJdv3cEQ99Z'],6pqFWRuybCtxerWC7B4RgF,2009-07-22,0.714,0.642,8,-10.241,0,0.0868,0.00251,0.887,0.186,0.102,137.834,audio_features,6pqFWRuybCtxerWC7B4RgF,177027,4,6184300,87,1
Go,['Moby'],['3OsRAKCvk37zwYcnzRf5XF'],0,['3OsRAKCvk37zwYcnzRf5XF'],2EQA1eRfXvbHKMjSnzUtFD,1992-07-27,0.676,0.851,4,-9.179,0,0.05,5.6e-05,0.933,0.0893,0.556,125.876,audio_features,2EQA1eRfXvbHKMjSnzUtFD,217000,4,1604168,72,1
Fire,['Ferry Corsten'],['2ohlvFf9PBsDELdRstPtlP'],0,['2ohlvFf9PBsDELdRstPtlP'],0yHlyAKqAF1KLKx8BMYhvq,2006,0.501,0.77,0,-9.059,0,0.0252,6.51e-06,0.842,0.0929,0.639,132.007,audio_features,0yHlyAKqAF1KLKx8BMYhvq,271587,4,236777,59,1
Changed the Way You Kiss Me - Radio Edit,['Example'],['6Vh6UDWfu9PUSXSzAaB3CW'],66,['6Vh6UDWfu9PUSXSzAaB3CW'],1PAYgOjp1c9rrZ2kVQg2vN,2011-09-04,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,audio_features,1PAYgOjp1c9rrZ2kVQg2vN,195467,4,292801,65,1
Only One (Radio Edit),['Chris Lake'],['5Igpc9iLZ3YGtKeYfSrrOE'],38,['5Igpc9iLZ3YGtKeYfSrrOE'],1Dj7hbBEco5ZT0DqY7Q2IV,2008-12-16,0.683,0.678,9,-6.756,1,0.0332,0.0107,2.27e-05,0.822,0.45,126.988,audio_features,1Dj7hbBEco5ZT0DqY7Q2IV,160627,4,218513,68,1
Ready Steady Go - Extended Mix,"['Paul Oakenfold', 'Asher D']","['5MO2kbaGGA2a8kL4c9qqHq', '6YHM1vRoDQZuS7GLVx7qVO']",52,"['5MO2kbaGGA2a8kL4c9qqHq', '6YHM1vRoDQZuS7GLVx7qVO']",595nqFsvxhQ6CO2YG65W2D,2002,0.556,0.944,1,-5.556,0,0.0296,0.00154,0.0295,0.209,0.341,128.012,audio_features,595nqFsvxhQ6CO2YG65W2D,253933,4,177597,99,2
Awaken - Ron Reeser & Dan Saenz Radio Edit,['JES'],['6UAyCjS0OPMd1Ham8bvs9g'],0,['6UAyCjS0OPMd1Ham8bvs9g'],05u4uCA07oXnopEdlZ57Ug,2010,0.589,0.887,9,-7.188,0,0.0386,0.0164,0.0213,0.0796,0.61,128.007,audio_features,05u4uCA07oXnopEdlZ57Ug,224987,4,25911,49,1
Flight 643 (Radio Edit),['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0,['2o5jDhtHVPhrJdv3cEQ99Z'],2AXmhtQ9nLGGapHG2AeTZV,2001,0.609,0.928,8,-8.597,1,0.122,0.06,0.815,0.095,0.225,137.034,audio_features,2AXmhtQ9nLGGapHG2AeTZV,173920,4,6184300,87,1
Gone - Radio Edit,['Lasgo'],['25Kw8f1zcn9VtUk5Nl3qrp'],0,['25Kw8f1zcn9VtUk5Nl3qrp'],7okxXBe93gMNiXqOd6cCdU,2009-06-02,0.702,0.83,0,-5.96,1,0.0369,0.0165,5.54e-05,0.375,0.565,138.027,audio_features,7okxXBe93gMNiXqOd6cCdU,180000,4,91361,56,1
Together - Radio Edit,"['Axwell', 'Sebastian Ingrosso']","['1xNmvlEiICkRlRGqlNFZ43', '6hyMWrxGBsOx6sWcVj1DqP']",45,"['1xNmvlEiICkRlRGqlNFZ43', '6hyMWrxGBsOx6sWcVj1DqP']",4PQCrz4sk00dIEmkwmmJCr,2005-05-23,0.64,0.939,4,-6.844,1,0.0463,0.000985,0.483,0.0867,0.311,126.036,audio_features,4PQCrz4sk00dIEmkwmmJCr,211533,4,2465107,131,2
Carry Me Away (feat. Emma Hewitt) - Radio Edit,"['Chris Lake', 'Emma Hewitt']","['5Igpc9iLZ3YGtKeYfSrrOE', '1t65YxEAtU3iii6bCzSGF8']",42,"['5Igpc9iLZ3YGtKeYfSrrOE', '1t65YxEAtU3iii6bCzSGF8']",3vVdNuzFHL0hmT8Xq4vbhY,2007-05-21,0.698,0.897,0,-7.583,1,0.0608,0.0111,0.396,0.671,0.387,126.014,audio_features,3vVdNuzFHL0hmT8Xq4vbhY,205920,4,300285,122,2
I Remember (Strobelight Edit),"['deadmau5', 'Kaskade']","['2CIMQHirSU0MQqyYHq0eOx', '6TQj5BFPooTa08A7pk8AQ1']",0,"['2CIMQHirSU0MQqyYHq0eOx', '6TQj5BFPooTa08A7pk8AQ1']",2OZrV4yyOZNuEFx22VVfFm,2008,0.664,0.59,11,-7.235,0,0.0311,0.17,0.00332,0.112,0.495,127.982,audio_features,2OZrV4yyOZNuEFx22VVfFm,283040,4,3553888,138,2
Feel Your Love,['Kim Sozzi'],['6cShe1zppIq5AZM53qQTE6'],0,['6cShe1zppIq5AZM53qQTE6'],6r47b3t4zQO9tpwMUInP4s,2009,0.557,0.791,10,-5.753,0,0.0459,0.00613,9.39e-05,0.36,0.573,129.957,audio_features,6r47b3t4zQO9tpwMUInP4s,200080,4,5219,33,1
Baby When The Light,"['David Guetta', 'Cozi', 'Steve Angello']","['1Cs0zKBU1kc0i8ypK3B9ai', '2L5xi76mB2qwg00CMkuyEN', '4FqPRilb0Ja0TKG3RS3y4s']",0,"['1Cs0zKBU1kc0i8ypK3B9ai', '2L5xi76mB2qwg00CMkuyEN', '4FqPRilb0Ja0TKG3RS3y4s']",7oyequ9whquaYyZXqB4LTZ,2007,0.585,0.738,7,-8.03,1,0.0349,0.0243,0,0.162,0.25,129.974,audio_features,7oyequ9whquaYyZXqB4LTZ,207813,4,24376939,195,3
You Make Me Feel - Radio Edit,['AnnaGrace'],['1gGy6vCfc2Q2rAe1uhCCIs'],0,['1gGy6vCfc2Q2rAe1uhCCIs'],55nlD6bpoWk0ZwCnn7PTDt,2008-07-29,0.749,0.838,3,-6.085,0,0.0445,0.0411,0.0082,0.339,0.858,130.008,audio_features,55nlD6bpoWk0ZwCnn7PTDt,189000,4,2780,26,1
A Tear In The Open,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0,['2o5jDhtHVPhrJdv3cEQ99Z'],2ECwcDngvqCBpLuQNyOZop,2009-07-22,0.611,0.482,10,-10.216,0,0.0339,0.0115,0.372,0.116,0.206,135.986,audio_features,2ECwcDngvqCBpLuQNyOZop,562573,4,6184300,87,1
I Am Free - Radio Edit,"['The Mackenzie', 'Jessy']","['2ldC3ttdH00Mhsxwp6LMeP', '1mstPPE7LtpbNpOYihsCzj']",40,"['2ldC3ttdH00Mhsxwp6LMeP', '1mstPPE7LtpbNpOYihsCzj']",1cSOchpDSHvJjtBHLVrxT1,2012-09-10,0.73,0.719,0,-13.856,1,0.0369,0.0546,0.719,0.109,0.144,139.876,audio_features,1cSOchpDSHvJjtBHLVrxT1,207067,4,17791,85,2
In White Rooms,['Booka Shade'],['2CKaDZ1Yo8YnWega9IeUzB'],56,['2CKaDZ1Yo8YnWega9IeUzB'],4m2RLN7imvsaLL1ZUGfFFw,2006-05-12,0.8,0.65,0,-9.145,1,0.0587,0.000962,0.82,0.231,0.096,125.001,audio_features,4m2RLN7imvsaLL1ZUGfFFw,326840,4,193980,57,1
Hey Boy Hey Girl,['The Chemical Brothers'],['1GhPHrq36VKCY3ucVaZCfo'],67,['1GhPHrq36VKCY3ucVaZCfo'],7kXmJwrZGIhDaLT9sNo3ut,1999-01-01,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,audio_features,7kXmJwrZGIhDaLT9sNo3ut,290493,4,1803804,66,1
Love Don't Let Me Go (Walking Away) - David Guetta & Joachim Garraud's F*** Me I'm Famous Mix,"['David Guetta', 'The Egg']","['1Cs0zKBU1kc0i8ypK3B9ai', '73nwTQUc9kA9vqGzGPsMkA']",0,"['1Cs0zKBU1kc0i8ypK3B9ai', '73nwTQUc9kA9vqGzGPsMkA']",2Wy13KxFZT49M05qcT4EJA,2007,0.715,0.632,5,-9.97,0,0.0385,0.0184,0.0196,0.272,0.451,128.355,audio_features,2Wy13KxFZT49M05qcT4EJA,271000,4,23821953,131,2
Exploration of Space - Radio Edit,['Cosmic Gate'],['6ySxYu68zTsO5ghsThpGtS'],0,['6ySxYu68zTsO5ghsThpGtS'],4iLL2yVVG19TAJYssbMeBT,2001-01-19,0.631,0.912,9,-7.591,0,0.0361,0.0346,0.554,0.0729,0.329,138.043,audio_features,4iLL2yVVG19TAJYssbMeBT,216360,4,226332,59,1
Heartbreak - Radio Edit,"[""M'Black""]",['7lP0OS529IoZa7snkuvt1E'],38,['7lP0OS529IoZa7snkuvt1E'],6fehhZGfpzXQLoRCUjE463,2010-03-29,0.482,0.831,4,-4.611,0,0.117,0.0812,0,0.121,0.46,128.075,audio_features,6fehhZGfpzXQLoRCUjE463,221493,4,2257,29,1
Sun Is Up - Play & Win Radio Edit,['INNA'],['2w9zwq3AktTeYYMuhMjju8'],42,['2w9zwq3AktTeYYMuhMjju8'],6eU60ONpRUQPIOiWaxfWOF,2011-10-28,0.793,0.882,0,-3.763,0,0.0511,0.0777,0.237,0.0434,0.609,127.984,audio_features,6eU60ONpRUQPIOiWaxfWOF,224533,4,1074513,74,1
Everything,"['Tiësto', 'JES']","['2o5jDhtHVPhrJdv3cEQ99Z', '6UAyCjS0OPMd1Ham8bvs9g']",0,"['2o5jDhtHVPhrJdv3cEQ99Z', '6UAyCjS0OPMd1Ham8bvs9g']",1jKWGx7rruKRB2gwyHBtYN,2007,0.627,0.808,8,-6.541,1,0.0439,0.000883,0.448,0.0486,0.449,134.985,audio_features,1jKWGx7rruKRB2gwyHBtYN,420547,4,6210211,136,2
Imagination - Tiësto Remix Radio Edit,['JES'],['6UAyCjS0OPMd1Ham8bvs9g'],0,['6UAyCjS0OPMd1Ham8bvs9g'],1mNiQ0hVgB7xQZ938A8lIJ,2007,0.584,0.928,1,-5.014,0,0.0511,0.00212,0.00306,0.329,0.495,135.019,audio_features,1mNiQ0hVgB7xQZ938A8lIJ,225400,4,25911,49,1
The Longest Road (feat. Lissie) - Deadmau5 Remix Edit,"['Morgan Page', 'Lissie']","['1N9n8MSxrr4Emhb566493b', '3j4FHbC5zwmYGJ7r0ZgaMt']",0,"['1N9n8MSxrr4Emhb566493b', '3j4FHbC5zwmYGJ7r0ZgaMt']",0cP5GxZrtKCRQu7cbOqsBe,2008,0.695,0.744,1,-6.686,1,0.0356,0.0025,0.000485,0.0952,0.547,124.97,audio_features,0cP5GxZrtKCRQu7cbOqsBe,239213,4,317087,114,2
Gettin' Over (feat. Chris Willis),['David Guetta'],['1Cs0zKBU1kc0i8ypK3B9ai'],60,['1Cs0zKBU1kc0i8ypK3B9ai'],4fqwEothoIOcKr3pARJCgu,2010-11-22,0.714,0.816,10,-4.415,1,0.0796,0.21,0,0.196,0.624,129.822,audio_features,4fqwEothoIOcKr3pARJCgu,182013,4,23815686,90,1
Chemistry - Radio Edit,['Velvet'],['5J5a0hqBGCelowVl8EkK7z'],28,['5J5a0hqBGCelowVl8EkK7z'],6mMeuIonqBIcuzCGY5Soqe,2008-11-11,0.635,0.876,0,-4.426,0,0.0884,0.00184,0.00175,0.439,0.884,128.052,audio_features,6mMeuIonqBIcuzCGY5Soqe,224640,4,12106,42,1
Put Your Hands Up for Detroit - MC Mario Edit,['Fedde Le Grand'],['7dc6hUwyuIhrZdh80eaCEE'],0,['7dc6hUwyuIhrZdh80eaCEE'],3KrwkQhiQc5ppjEXv1nDRZ,2006,0.908,0.928,1,-5.972,1,0.173,0.00146,0.853,0.0532,0.207,128.024,audio_features,3KrwkQhiQc5ppjEXv1nDRZ,393333,4,343248,65,1
Somewhere - Radio Edit,['DJ Mog Feat Sarah Lynn'],['0wva62e0Viq9HsLZwVOYxb'],40,['0wva62e0Viq9HsLZwVOYxb'],35cYPqBXqob7yitjk4Cx3M,2010-10-11,0.418,0.724,4,-8.32,0,0.0386,0.041,0.0019,0.129,0.526,127.908,audio_features,35cYPqBXqob7yitjk4Cx3M,235867,3,227,26,1
Everything - Radio Edit,"['Ron Reeser', 'Dan Saenz', 'Myah']","['2dxYclwJqZsLonuWRS5sQY', '7dz7HkYG1BTjGpIkzTR1l8', '0zVkEWAv7FUL8YEBz3wlWt']",0,"['2dxYclwJqZsLonuWRS5sQY', '7dz7HkYG1BTjGpIkzTR1l8', '0zVkEWAv7FUL8YEBz3wlWt']",0l9xKcujIQJ4mDUgWb7852,2009,0.739,0.901,3,-5.417,0,0.0484,0.178,0,0.287,0.478,128.025,audio_features,0l9xKcujIQJ4mDUgWb7852,228987,4,1727,80,3
Dance4Life (feat. Maxi Jazz) - Radio Edit,"['Tiësto', 'Maxi Jazz']","['2o5jDhtHVPhrJdv3cEQ99Z', '2GKn4JgqBrRxt1UK12D6Rq']",0,"['2o5jDhtHVPhrJdv3cEQ99Z', '2GKn4JgqBrRxt1UK12D6Rq']",1uVeunZcBInXIQOwFWxSKL,2006,0.69,0.871,6,-7.445,0,0.0767,0.00104,0.486,0.287,0.585,131.962,audio_features,1uVeunZcBInXIQOwFWxSKL,213320,4,6186581,120,2
Empty Streets - Haji & Emanuel Remix,"['Late Night Alumni', 'Haji & Emanuel']","['6JtFllJR7nhh8fa6oGefSj', '4clskYgdo0Nxm7DSfFwo78']",47,"['6JtFllJR7nhh8fa6oGefSj', '4clskYgdo0Nxm7DSfFwo78']",12lTG2CsivVTCJH21qgkVz,2011-04-01,0.678,0.896,2,-8.017,0,0.0395,0.00676,0.79,0.664,0.678,126.001,audio_features,12lTG2CsivVTCJH21qgkVz,501213,4,64388,84,2
"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich","['Nicola Fasano', 'Pat-Rich']","['0AJ9YvsEOnAqMB9Q15TfYQ', '3GYnrA1B2exmHVA6690CX9']",48,"['0AJ9YvsEOnAqMB9Q15TfYQ', '3GYnrA1B2exmHVA6690CX9']",2RSxUNaF8EZI3B7guqXAPk,2008-07-22,0.898,0.593,9,-6.211,0,0.0615,0.00616,0.904,0.276,0.419,127.013,audio_features,2RSxUNaF8EZI3B7guqXAPk,187402,4,6868,86,2
Body Language,"['M.A.N.D.Y.', 'Booka Shade']","['20O4Ik25BbWfWBz0kZtsxX', '2CKaDZ1Yo8YnWega9IeUzB']",0,"['20O4Ik25BbWfWBz0kZtsxX', '2CKaDZ1Yo8YnWega9IeUzB']",5koBIzuWS86S2IR36yt2LW,2006,0.798,0.675,4,-10.458,0,0.0557,0.0123,0.901,0.0927,0.871,129.997,audio_features,5koBIzuWS86S2IR36yt2LW,438013,4,237881,96,2
